Rezept-ID;Rezeptname;Bild;Zubereitung;Zutat 1;Menge 1;Zutat 2;Menge 2;Zutat 3;Menge 3;Zutat 4;Menge 4;Zutat 5;Menge 5;Zutat 6;Menge 6;Zutat 7;Menge 7;Zutat 8;Menge 8;Zutat 9;Menge 9;Zutat 10;Menge 10;Zutat 11;Menge 11;Zutat 12;Menge 12;Zutat 13;Menge 13;Zutat 14;Menge 14;Zutat 15;Menge 15;Zutat 16;Menge 16;Zutat 17;Menge 17;Zutat 18;Menge 18;Zutat 19;Menge 19;Zutat 20;Menge 20;ganzes Rezept;Inhalt;Rezept-Beschreibung;Zubereitungszeit;Schwierigkeitsgrad;Hauptkategorie;Unterkategorie 1;tags;Tipps;Link, Quelle
71;Der dicke fette Pfannkuchen;;"1. Für die Pfannkuchen die Eier trennen und das Eiweiß zu Schnee schlagen. 
2. Das Eigelb mit Mehl, (Haferflocken,) gemahlenen Haselnüssen und Milch verrühren, Salz und Zucker hinzufügen und den Eischnee unterheben. Den Teig 30 Minuten ruhen lassen.
3. Äpfel schälen, in kleine Würfel schneiden und unter den Teig heben. 
4. In einer Pfanne Öl erhitzen und löffelweise den Teig backen. Jede Seite etwa 5 Minuten backen. Vor dem Servieren mit Zimtzucker bestreuen. 
Oder: Den Pfannkuchenteig in ein mit Backpapier ausgelegtes Backblech geben und bei 150°C ca. 17 Minuten backen.";Eier;0.5;Weizenmehl;25 g;Haferflocken;7.5 g;Haselnuss  (gemahlen);5 g;Milch (1,5 % Fett);75 ml;Zucker;3 g;Äpfel;60 g;Rapsöl;4 ml;Zucker;3 g;Salz, Zimt;;;;;;;;;;;;;;;;;;;;;;;Laktose,Gluten,Weizen,Nüsse,Halal;;60;einfach;Frühstück,Nachtisch/Snack;schnelle Rezepte,Süßes;Frühstück,Nachtisch/Snack,schnelle Rezepte,Süßes,Laktose,Gluten,Weizen,Nüsse,Halal,Süß;mit Gemüse-Frischkäse-Teller als Beilage;https://www.fitkid-aktion.de/rezepte/rezeptdatenbank/?tx_wwrecipe_fe1%5Brecipe%5D=620&tx_wwrecipe_fe1%5Baction%5D=show&tx_wwrecipe_fe1%5Bcontroller%5D=Recipe&cHash=da2119bd3a779e1228dbb99fd78437a4
72;Milchreis-Sushi;;"1. Obst waschen und in mundgerechte Stücke schneiden. Den Milchreis nach Packungsanleitung in Wasser kochen und auskühlen lassen.
2. Reispapier unter fließendes Wasser halten und sofort auf die Sushi Rollmatte legen. Die gesamte Fläche mit Reis ausstreichen. In das vordere Drittel eine Linie aus Beeren oder anderen Früchten legen. Mithilfe der Rollmatte einrollen.
3. Die Sushirolle in geröstetem Sesam wälzen und in Scheiben schneiden.";Milchreis;250 g;"frisches Obst
(Ihrer Wahl)";100 g;gerösteter Sesam;;Reispapier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Laktose,Halal;;50;einfach;Mittagessen;Süßes;Mittagessen,Süßes,Laktose,Halal,Obst,Süß;Egal welche Früchte Du und Deine Kinder am liebsten haben – der Fantasie sind hier keine Grenzen gesetzt! Probiert gemeinsam verschiedene Varianten aus.;https://frechefreunde.de/rezepte-fuer-kinder/milchreis-sushi/
73;Pfannenwaffeln;;"Für 4 Portionen:
1. Waffeln diagonal halbieren. Puderzucker in einer Pfanne ohne Rühren erhitzen, bis der Zucker am Rand zu schmelzen beginnt. Nun vorsichtig umrühren und hellbraun karmellisieren lassen. Nacheinander je 4 Waffelhälften kurz mit einer Seite in den Karamell tauchen, herausnehmen und auf einem Gitter abkühlen lassen.
2. Inzwischen Sahnequark, Apfelmus und Zimt verrühren. Zu den Waffeln servieren.";"eckige Waffeln
(Packung)";1;Puderzucker;30 g;Sahnequark;31.25 g;Apfelmus;90 g;Zimt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Laktose,Halal;;15;einfach;Mittagessen;Süßes;Mittagessen,Süßes,Laktose,Halal,Süß;;https://www.essen-und-trinken.de/rezepte/32077-rzpt-pfannenwaffeln
74;Schoko-Hörnchen;;"Für 12 Portionen:
1. Zucker, 1 Prise Salz, Milch, Öl und Quark verrühren. Mehl und Backpulver daraufsieben und die Schokolade zugeben. Alles mit den Knethaken des Handrührers zu einem glatten Teig verkneten.
2. Teig auf einer bemehlten Arbeitsfläche zu einem 3 mm dicken Rechteck (ca. 40 x 25 cm) ausrollen. Ränder mit einem Messer begradigen. Teig in 6 Rechtecke schneiden und diese jeweils diagonal halbieren. Dreiecke von der schmalen Seite zur Spitze hin eng aufrollen und zu Hörnchen biegen.
3. Hörnchen auf ein mit Backpapier ausgelegtes Blech legen. Eigelb mit 1 El Wasser verrühren und die Hörnchen damit gleichmäßig bestreichen. Im heißen Ofen bei 180 Grad auf der mittleren Schiene 20-25 Min. goldbraun backen (Umluft nicht empfehlenswert.)";Zucker;5 g;Salz;;Milch;0.4 EL;Öl;0.5 EL;Magerquark;10 g;Mehl;17 g;Backpulver;0.16 TL;gehackte Zartbitterschokolade;0.25 EL;Eigelb;0.08;;;;;;;;;;;;;;;;;;;;;;;;Laktose,Gluten,Weizen,Nüsse,Halal;;40;mittel;Mittagessen;Süßes;Mittagessen,Süßes,Laktose,Gluten,Weizen,Nüssen,Halal;;https://www.essen-und-trinken.de/rezepte/46062-rzpt-schoko-hoernchen
75;Süßes Spiegelei;;"1. Pfirsichhälften in einem Sieb abtropfen lassen, Saft dabei auffangen. Schlagsahne und Vanillezucker steif schlagen. Magerquark, Zucker und Pfirsichsaft verrühren, Sahne unterheben.
2. Rosinenbrot im Toaster hellbraun rösten. Quark darauf geben und je 1 Pfirsichhälfte darauf setzen. Mit Pistazien bestreuen.";"Pfirsichhälften
(aus der Dose)";1;Schlagsahne;37.5 ml;Vanillezucker;0.25 Pck.;Magerquark;62.5 g;Zucker;0.25 EL;Pfirsichsaft;1 EL;Rosinenbrot;1 Scheibe;gehackte Pistazien;0.25 EL;;;;;;;;;;;;;;;;;;;;;;;;;;Laktose,Halal;;20;einfach;Mittagessen;Süßes;Mittagessen,Süßes,Laktose,Halal,Obst,Süß;;https://www.essen-und-trinken.de/rezepte/32071-rzpt-suesses-spiegelei
76;Quarktaschen;;"Für 10 Portionen
:1. TK-Blätterteigplatten nebeneinander legen und auftauen lassen. 1 Ei trennen. Eiweiß mit 1 Prise Salz steif schlagen. Weiche Butter schaumig rühren. Erst 1 Ei, dann Speisequark, dann Ahornsirup unter die Butter rühren. Eischnee unterheben.
2. Restliches Eigelb mit 1 El kaltem Wasser verrühren. Jeweils 2 El Quarkmasse in die Mitte der Teigquadrate geben. Teigecken mit Eigelb betupfen und zur Mitte falten, dabei die Spitzen etwas überlappen lassen und andrücken. Quarktaschen mit Eigelb bestreichen.
3. Je 5 Quarktaschen auf ein mit Backapier ausgelegtes Blech legen. Im vorgeheizten Ofen bei 220 Grad auf der untersten Schiene 20 Min. backen.";quadratische TK-Blätterteigplatten;45 g;Eier;0.2;Salz;;weiche Butter;4 g;"Speisequark
(20% Fett)";18 g;Ahornsirup;0.3 EL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Laktose,Halal;;45;mittel;Mittagessen;Süßes;Mittagessen,Süßes,Laktose,Halal,Süß;;https://www.essen-und-trinken.de/rezepte/32043-rzpt-quarktaschen
77;Vanillemilchreis;;"1. Milch mit Vanillemark und 1 Prise Salz aufkochen. Reis einstreuen und bei milder Hitze unter gelegentlichem Rühren nach Packungsanweisung ausquellen lassen. Das Backobst evtl. klein schneiden und im Apfelsaft 10-12 Min. leise kochen lassen.
2. Speisestärke mit etwas kaltem Wasser glatt rühren und den Apfelsaft damit binden. Eiweiß steif schlagen, dabei den Zucker einrieseln lassen. Das Eigelb unter den Reis rühren, dann den Eischnee unterziehen. Mit dem Kompott servieren.";Milch;250 ml;Vanilleschote;0.5 Mark;Salz;;Milchreis;50 g;Backobst;50 g;Apfelsaft;150 ml;Speisestärke;1 TL;"Eier
(getrennt)";0.5;Zucker;1.5 EL;;;;;;;;;;;;;;;;;;;;;;;;Laktose,Halal;;40;einfac h;Mittagessen;Süßes;Mittagessen,Süßes,Laktose,Halal,Obst,Süß;;https://www.essen-und-trinken.de/rezepte/32924-rzpt-vanillemilchreis
78;Paprika-Fenchel Curry;;"1. Für das Ragout das Gemüse waschen, putzen und in mundgerechte Stücke schneiden.
2. Öl erhitzen, Gemüse darin anbraten und mit Curry bestäuben, kurz weiterbraten.
3. Mit Gemüsebrühe und Kokosmilch ablöschen und köcheln, bis das Gemüse bissfest ist. Die Kichererbsen unterrühren.
4. Abschmecken mit Zitronensaft, Salz, Pfeffer und etwas (frischem) Koriander.
5. Für die Beilage die Gemüsebrühe aufkochen. Bulgur zugeben und bissfest garen.";Paprikaschoten;40 g;Fenchel;20 g;Frühlingszwiebeln;6 g;Rapsöl;4 ml;Kichererbsen;70 g;Kokosmilch;30 ml;Gemüsebrühe;30 ml;Zitronensaft;2.5 ml;Currypulver, Koriander, Pfeffer, Salz;;;;;;;;;;;;;;;;;;;;;;;;;Halal;;30;mittel;Mittagessen;Vegan;Mittagessen,Vegetarisch,Vegan,Halal;"kombinierbar mit dem Nachtisch
Joghurtquark mit Orangen, Honig und Nüssen";https://www.fitkid-aktion.de/rezepte/rezeptdatenbank/?tx_wwrecipe_fe1%5Brecipe%5D=684&tx_wwrecipe_fe1%5Baction%5D=show&tx_wwrecipe_fe1%5Bcontroller%5D=Recipe&cHash=454bc7ea2b05c9b44a7d951036816902
79;"No-Tella
(vegane Nutella)";;"1. Wasser (hier gerne das Einweichwasser der Datteln verwenden) und abgetropfte Haselnüsse im Standmixer auf höchster Stufe zu einer Haselnussmilch verarbeiten.
2. Anschließend abgetropfte Datteln und restliche Zutaten hinzugeben und nochmals auf höchster Stufe mixen, bis eine gleichmäßige, cremige Konsistenz entsteht.
3. Je nach Leistungsstärke des Mixers bei Bedarf noch einen Schluck Flüssigkeit hinzugeben, bis die Masse sich von selbst dreht.
4. Die Schokoladencreme in ein ausgekochtes Glas füllen, luftdicht verschließen und im Kühlschrank lagern. Innerhalb von 1 Woche aufbrauchen.";"Datteln
(Medjol oder Sukari)";300 g;Wasser;150 ml;Haselnüsse;150 g;Kakaopulver;4 EL;gemahlene Vanille;1 TL;Kokosöl;1 EL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;Nüsse,Halal;;10;einfach;Frühstück;Vegan,Aufstriche;Mittagessen,Vegetarisch,Vegan,Aufstriche,Nüsse,Halal;;https://www.isshappy.de/schokocreme-selber-machen-gesund-und-vegan/?utm_source=website&utm_medium=blogpost&utm_campaign=10-vegane-rezepte-fuer-kinder
80;Vegane Bolognese mit Blumenkohl;;"Für 6 Portionen:
1. Blumenkohl waschen, Röschen abtrennen und mit einem Messer klein hacken verarbeiten.
Weiteres Gemüse schälen bzw. waschen und klein hacken.
2. Zwiebel und Knoblauch in einem Schluck Gemüsebrühe in einem Topf glasig dünsten.
Nach wenigen Minuten Sellerie-würfel, Blumenkohl und Sonnenblumenkerne hinzugeben und bei mittlerer Hitze 5 Minuten mit anbraten.
3. Anschließend gehackte Tomaten (frisch oder aus der Dose) hinzugeben und mit Gemüsebrühe auffüllen, bis die Zutaten gerade so bedeckt sind.
4. Würzen und weitere 5 Minuten köcheln lassen.
Zusammen mit frischen Zucchini-Nudeln oder gekochter Pasta nach Wahl anrichten und optional mit Hefeflocken bestreuen.";Blumenkohl;0.17 Kopf;Sonnenblumenkerne;5 g;Zwiebel;0.17;Knoblauchzehen;0.5;Sellerie;0.17 Stange;Tomaten;133 g;Tomatenmark;0.5 EL;Gemüsebrühe;33 ml;Salz;0.17 TL;Pfeffer;0.085 TL;Basilikum;0.085 TL;Oregano;0.085 TL;Hefeflocken;0.33 EL;;;;;;;;;;;;;;;;Halal;;20;einfach;Mittagessen;Vegan;Mittagessen,Vegetarisch,Vegan,Halal;;https://www.isshappy.de/vegane-bolognese-mit-blumenkohl/?utm_source=website&utm_medium=blogpost&utm_campaign=10-vegane-rezepte-fuer-kinder
81;Vegane Burger aus dem Ofen;;"1. Kichererbsen zusammen mit der Zwiebel und dem Knoblauch in einer Küchenmaschine klein hacken (nicht pürieren) und in eine Schüssel geben.
2. Das Fleisch der weichen Süßkartoffel dazu geben.
3. Gekochten Reis, Chiasamen, Hefeflocken und Gewürze hinzugeben und die Masse zu einem Pattie-Teig vermischen.
4. Burgergroße Patties formen und auf ein mit Backpapier ausgelegtes Backblech legen.
5. Ca. 1 Stunde bei 175 Grad Ober- und Unterhitze backen und zwischendurch wenden.";Süßkartoffeln;85 g;Vollkornreis;35 g;Kichererbsen;45 g;Zwiebel;0.1;Knoblauchzehe;0.17;Chiasamen;0.33;Salz;0.17 TL;Hefeflocken;0.17 EL;Paprikapulver;0.17 TL;Pfeffer;0.085 TL;Kreuzkümmel;0.085 TL;;;;;;;;;;;;;;;;;;;;Halal;;75;mittel;Mittagessen;Vegan;Mittagessen,Vegetarisch,Vegan,Halal;;https://www.isshappy.de/vegane-burger-selber-machen-glutenfrei/?utm_source=website&utm_medium=blogpost&utm_campaign=10-vegane-rezepte-fuer-kinder
82;Vegane Pfannkuchen;;"Für 10 Portionen:
1. Haferflocken im Standmixer zu Mehl verarbeiten. Die trockenen Zutaten vermischen.
2. In einer separaten Schüssel die Bananen zerdrücken und mit den restlichen flüssigen Zutaten verrühren. Alles zusammen zu einem Teig vermengen.
3. Pfannkuchen bei mittlerer Hitze in einer Pfanne pro Seite ca. 1-2 Minuten braten.
Pur genießen, mit selbst gemachter Schokoladencreme oder mit Dattelpaste und Früchten dekorieren.";Haferflocken;250 g;Backpulver;2 TL;Zimt;1 TL;gemahlene Vanille;2 TL;Salz;0.25 TL;Bananen;2;Pflanzenmilch;250 ml;Dattelpaste;2 EL;Kokosöl;1 EL;;;;;;;;;;;;;;;;;;;;;;;;Gluten,Weizen,Halal;;15;einfach;Mittagessen;Vegan;Mittagessen,Vegetarisch,Vegan,Halal;;https://www.isshappy.de/vegane-pfannkuchen-glutenfrei-und-lecker/?utm_source=website&utm_medium=blogpost&utm_campaign=10-vegane-rezepte-fuer-kinder
83;Blätterteigrolle mit Spinat;;"1. Geben Sie den Blätterteig auf ein Backblech und bestreichen Sie ihn mit dem Kräuterfrischkäse.
2. Verteile n Sieden Spinat auf den Frischkäse und würze das Ganze mit Salz und Pfeffer.
3. Abschließend mit etwas Käse bestreuen und zusammenrollen. Für ca. 20 Min. bei Ober-/ Unterhitze in den Ofen geben, bis der Blätterteig eine goldbraune Farbe hat.";Blätterteig;0.3 Rolle;Kräuterfrischkäse;0.8 EL;TK-Blattspinat;37.5 g;geriebener Käse;8.4 g;Salz, Pfeffer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Laktose,Halal;;30;einfach;Mittagessen;Vegetarisch;Mittagessen,Vegetarisch,Laktose,Halal;;https://frechefreunde.de/rezepte-fuer-kinder/blaetterteigrolle-mit-spinat/
84;Gemüse-Frischkäse-Teller;;"1. Für das Ragout das Gemüse waschen, putzen und in mundgerechte Stücke schneiden.
2. Öl erhitzen, Gemüse darin anbraten und mit Curry bestäuben, kurz weiterbraten.
3. Mit Gemüsebrühe und Kokosmilch ablöschen und köcheln, bis das Gemüse bissfest ist. Die Kichererbsen unterrühren.
4. Abschmecken mit Zitronensaft, Salz, Pfeffer und etwas (frischem) Koriander.
5. Für die Beilage die Gemüsebrühe aufkochen. Bulgur zugeben und bissfest garen.
";Zuckermais;16 g;Kidneybohnen;16 g;Gurke;10 g;Radieschen;8 g;Körniger Frischkäse;50 g;Kräuter, Pfeffer, Salz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Halal;;25;einfach;Mittagessen;Vegetarisch;Mittagessen,Vegetarisch,Halal,Herzhaft;;https://www.fitkid-aktion.de/rezepte/rezeptdatenbank/?tx_wwrecipe_fe1%5Brecipe%5D=1220&tx_wwrecipe_fe1%5Baction%5D=show&tx_wwrecipe_fe1%5Bcontroller%5D=Recipe&cHash=93d10b3cd44c4447521a94cea53fa6ca
85;Gemüsepuffer;;"1. Paprika in kleine Würfel schneiden.
2. ¾ des Maises in einer extra Schüssel fein pürieren. Danach den Rest Mais und Paprika zu der pürierten Masse geben und untermischen. Ei und Öl dazugeben und nochmal gut vermischen.
3. In einer separaten Schüssel das Mehl mit dem Backpulver mischen und zur restlichen Masse dazugeben. Salzen und pfeffern.
4. Aus der Masse je nach Belieben kleinere oder größere (oder lustig geformte) Bratlinge formen. In einer Pfanne Öl erhitzen und die Puffer nach Belieben goldbraun braten.";rote Paprika;0.3;Mais;115 g;Mehl;1.5 EL;Backpulver;0.5 TL;Eier;0.5;Olivenöl;1 EL;Salz, Pfeffer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Weizen,Gluten,Halal;;15;einfach;Mittagessen;Vegetarisch;Mittagessen,Vegetarisch,Weizen,Gluten,Halal;;https://frechefreunde.de/rezepte-fuer-kinder/pippas-gemuesepuffer/
86;"Gnocchi mit Kürbissauce
(""Schatz im Kürbissee)";;"1. Den Kürbis waschen, falls nötig schälen und das Fruchtfleisch grob würfeln. Die Kürbiskerne hacken.
2. Das Öl in einem großen Topf erhitzen, die Kürbiswürfel darin kurz andünsten. Mit Salz, Pfeffer, und Ingwer würzen. 500 ml Wasser dazugießen und aufkochen, den Kürbis zugedeckt 10 Minuten weich garen. Die Kürbiskerne in einer beschichteten Pfanne ohne Fett rösten.
3. Den Kürbis pürieren und den Schmand unterrühren. Die Gnocchi in die Sauce geben und 2-3 Minuten ziehen lassen, nach Bedarf etwas heißes Wasser dazugeben. Rosinen und Orangensaft unterrühren und heiß werden lassen. Die Gnocchi mit Salz, Pfeffer und Ingwer abschmecken und mit Kürbiskernen bestreuen und auftischen.";Kürbis;100 g;Kürbiskerne;8 g;Öl;0.4 EL;Salz, Pfeffer;;gemahlener Ingwer;0.1 TL;Schmand;20 g;Gnocchi;80 g;Rosinen;5 g;Orangensaft;10 ml;;;;;;;;;;;;;;;;;;;;;;;;Laktose,Gluten,Halal;;30;einfach;Mittagessen;Vegetarisch;Mittagessen,Vegetarisch,Laktose,Gluten,Halal,Herzhaft;;"""Das Veggie-Kochbuch für die Kita"", S.56"
87;Gratin aus Brot, Tomaten und Mozzarella;;"1. Den Ofen auf 200°C vorheizen. Tomaten waschen und die Stielansätze entfernen. Den Mozzarella abtropfen lassen. Tomaten und Mozzarella in ca. 0,5 cm breite Scheiben schneiden.
Brötchen oder Baguettes in ca. 1 cm breite Scheibe schneiden.
2. Eine große rechteckige Auflaufform (mindestens 20x30 cm) oder ein kleines tiefes Backblech mit 2 EL Öl einpinseln. Brot, Tomaten und Mozzarella dachziegelartig in die Form oder auf das Blech schichten und mit dem restlichen Olivenöl beträufeln.
Mit Salz und Pfeffer würzen. Im Backofen 20 Minuten backen, bis der Käse leicht gebräunt ist.
";Fleischtomaten;100 g;Mozzarella;0.3 Kugeln;Brötchen;0.7;Baguettes;0.2;Olivenöl;0.6 EL;Salz, Pfeffer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gluten,Weizen,Halal;;35;einfach;Mittagessen;Vegetarisch;Mittagessen,Vegetarisch,Gluten,Weizen,Halal;Für mehr Farbe im Gratin noch ca. 200 g gewaschenen Rucola oder Blattspinat einschichten.;"""Das Veggie-Kochbuch für die Kita"", S.72"
88;"Kartoffel-Curry-Rösti mit Joghurt-Möhrendip
(""Mümmel-Mix"")";;"1. Den Backofen auf 200°C vorheizen. Ein tiefes Blech mit Backpapier auslegen, mit 4 EL Öl bestreichen. Frühlingszwiebeln putzen und in feine Ringe schneiden. Knoblauch schälen und fein hacken, 1/3 davon für den Salat beiseitestellen. Den Ingwer schälen und fein reiben.
2. Die Kartoffeln schälen und mit der Küchenmaschine grob raspeln. Frühlingszwiebeln, 2/3 von dem Knoblauch und Ingwer unter die Kartoffeln mischen. Mit Salz, Pfeffer und Currypulver würzen. Die Masse auf dem Blech verteilen, mit Sesamsamen bestreuen und andrücken. Die Kartoffelmasse im Backofen 35 Minuten backen.
3. Inzwioschen die Möhren waschen, wenn nötig schälen und im Mixer pürieren oder mit der Küchenmaschine fein raspeln. Orange heiß waschen, abtrocknen und die Schale abreiben. Orangenschale, übrigen Knoblauch, Joghurt, Schmand, 1 EL Öl, Salz und Pfeffer zu den Möhren geben und unterrühren. Die Rösti in kleine Vierecke schneidenn und mit dem Möhrendip auftischen.";Rapsöl;0.5 EL;Frühlingszwiebeln;0.2 Bund;Knoblauchzehen;0.3;Ingwer;0.3 cm Stück;"Kartoffeln
(festkochend)";200 g;Salz, Pfeffer;;Currypulver;0.4 TL;Sesamsamen;6 g;Möhren;75 g;Bio-Orange;0.05;"Joghurt
(3,5% Fett)";30 g;Schmand;10 g;;;;;;;;;;;;;;;;;;Laktose,Halal;;65;einfach;Mittagessen;Vegetarisch;Mittagessen,Vegetarisch,Laktose,Halal,Herzhaft;;"""Das Veggie-Kochbuch für die Kita"", S.42"
89;Maistaler mit Tsatsiki;;"1. Dose Mais öffnen, Wasser abgießen, und den Mais in eine Schüssel geben. Mehl abmessen und zusammen mit dem Käse in die Schüssel geben. Karotten waschen, putzen und raspeln und ebenfalls dazugeben.
2. Eier zu den übrigen Zutaten dazugeben und mit Salz, Pfeffer und etwas Currypulver würzen.
3. Nun vermengen Sie die Zutaten mit den Händen oder mit einem Rührlöffel zu einem festen Teig. Aus der Teigmasse formen Sie kleine Fladen und legen sie auf einen Teller.
4. Stellen Sie die Pfannen auf den Herd und erhitzen Sie darin je einen Esslöffel Öl. Wenn das Öl heiß ist, geben Sie die Fladen hinein und braten sie von beiden Seiten je etwa 5 Minuten bei mittlerer Hitze, bis sie ferting sind.
5. In der Zwischenzeit schälen und raspeln Sie die Gurken grob auf der Reibe und geben sie in eine Schüssel. Die Gurken salzen Sie mit etwa 2 TL Salz und lassen Sie etwa 10 Minuten ziehen.
6. Anschließend drücken Sie die Gurkenraspel mit der flachen Hand aus und gießen das Wasser ab.
7. Knoblauchzehe fein schneiden und mit dem Jogurt, Zitronensaft und Gurken vermischen. Abschließend schmecken Sie alles mit etwas Salz und Pfeffer ab und rühren den Tsatsiki noch einmal gut durch.";Mais;2 Dosen;geriebener Emmentaler;200 g;Mehl;200 g;Karotten;3;Eier;4;Salz, Pfeffer;;Curry;2 TL;Öl;2-3 EL;Gurken;2;Knoblauchzehe;1;"griechischer Jogurt
(10% Fett)";700 g;Zitronensaft;3-4 TL;;;;;;;;;;;;;;;;;x;Laktose,Weizen,Gluten,Halal;;40;einfach;Mittagessen;Vegetarisch;Mittagessen,Vegetarisch,Laktose,Gluten,Weizen,Halal;;"""Das Kita-Kinder-Kochbuch"", S.70/71"
90;Palacsinta - ungarische Pfannkuchen;;"""1. Für den Gemüse-Teller die Gurken in Würfel und die Radieschen in feine Stifte schneiden. Den abgetropften Mais und die Kidneybohnen mit den Gurkenwürfeln und Rasieschenstiften mischen. 
2. Den Frischkäse mit 2/3 der gehackten Kräuter verrühren und mit Salz und Pfeffer würzen. 
3. Den Frischkäse in der Mitte des Tellers anrichten, und das gemischte Gemüse rundherum um den Frischkäse streuen. 
4. Zum Schluss die gehackten Kräuter über das Gemüse geben.""";Sprudelwasser;200 ml;Mehl;300 g;Eier;4;Salz;1 TL;etwas Speiseöl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;einfach;Frühstück,Mittagessen;Schnelle Rezepte,Vegetarisch;Frühstück,Mittagessen,Schnelle Rezepte,Vegetarisch,Weizen,Gluten;;"""Das Kita-Kinder-Kochbuch"", S.46/47"
91;Semmelknödel mit Champignonrahmsoße;;"1. Die Brötchen in Würfel schneiden und in eine große Schüssel geben. Milch abmessen, erwärmen und dazugeben. Zwiebeln fein schneiden.
2. Erhitzen Sie in einer Pfanne die Butter und braten Sie die  Zwiebel goldbraun an. Stellen Sie die Pfanne anschließend nur beiseite, da Sie sie später noch für die Soße brauchen.
3. Einen Topf zur Hälfte mit Wasser füllen und auf den Herd stellen. Schalten Sie diesen auf die höchste Stufe, bis das Wasser zu Kochen beginnt.
4. Petersilie waschen und fein schneiden und gemeinsam mit den gebräunten Zwiebeln und den Eiern in die Schüssel mit den Brötchen geben und anschließend mit Salz und Muskat würzen.
5. Die Masse kräftig durchkneten und mit feuchten Händen schöne Knödel aus dem Semmelteig.
6. Lassen Sie die Knödel vorsichtig ins köchelnde Wasser gleiten und schalten Sie die die Kochplatte auf die niedrigste Stufe, damit die Knödel gemütlich im heißen Wasser ziehen können, ohne zu kochen. Nach etwa 15-20 Minuten schwimmen sie oben, dann sie gar.
7. Die Champignons putzen und mit einem rauen Tuch oder Frotteewaschlappen abwischen  und schadhafte Stellen wegschneiden. Danach die Pilze in Scvheiben schneiden oder vierteln.
8. Die Pfanne stellen Sie wieder auf eine heiße Platte und erhitzen 1 EL Butter darin. Ist die Butter heiß, geben Sie die Champignons dazu und lassen sie unter Rühren anbraten, bis die entstehende Flüssigkeit wieder weitgehend verdampft ist. Löschen Sie die Champignons mit dem Essig ab. Dann schütten Sie die Sahne zu den Pilzen und lassen sie einige Minuten einköcheln.
9. Erhitzen Sie einem anderen Topf die Gemüsebrühe oder kochen Sie Wasser auf und geben Instantpulver dazu. Die heiße Brühe schütten Sie vorsichtig zu den Pilzen und lassen alles nochmals kurz köcheln. Anschließend würzen Sie die Soße mit Salz, Pfeffer und Kurkuma und lassen sie noch einige Minuten ziehen.";alte (trockene) Brötchen;0.6;Milch;25 ml;Zwiebel;0.05;Butter;0.1 EL;Petersilie;0.05 Bund;Eier;0.2;Salz;;Muskat;;Champignons;37.5 g;Butter;0.15 EL;"Essig
(Balsamico)";0.1 EL;Sahne;20 ml;Gemüsebrühe;25 ml;Kurkuma;;;;;;;;;;;;;;;Laktose,Gluten,Weizen,Halal;;60;mittel;Mittagessen;Vegetarisch;Mittagessen,Vegetarisch,Laktose,Gluten,Weizen,Halal,herzhaft;"Statt der Pilze können Sie auch Speck oder Kohlrabiwürfel in die Soße geben. Die Flüssigkeitsmenge der Soße können Sie mit der Brühe variieren. Wenn nötig, können Sie die Soße mit etwas Mehl andicken, indem Sie das Mehl zunächst in etwas kaltem Wasser auflösen und die Flüssigkeit dann zur Soße geben.
Aber vorsicht, schon wenig Mehl genügt, um die Soße sämig zu machen.";"""Das Kita-Kinder-Kochbuch"", S.62/63"
